exam_year,question_id,question_type,topic,modality,question_text,description,image_path,correct_answer
Fall2020,Q7,B,PCA projection and KNN,screenshot,"Based on the principal component analysis described in Question 5, Figure 4 shows 2D scatter plots for the Palmer Penguin dataset projected onto different combinations of the principal components. The class labels y (penguin species Adelie, Gentoo, Chinstrap) are indicated in the plots. Consider a new observation x for which the four features x1, x2, x3, x4 are standardized, resulting in the point xtilde with coordinates xtilde1 = -1, xtilde2 = -1, xtilde3 = -1, xtilde4 = 1. Consider the point projected onto the principal components. Furthermore, consider a k-nearest neighbor classification with k = 1 using the Euclidean distance measure and using the projected dataset shown in the individual 2D plots as the training data. In which one of the following 2D projections (shown in Figure 4) will the 1-nearest neighbor classifier classify the point xtilde as a Chinstrap?

A. Data projected onto PC1 and PC4.
B. Data projected onto PC2 and PC4.
C. Data projected onto PC2 and PC3.
D. Data projected onto PC3 and PC4.",,data/screenshots/Fall2020_Q7.png,A
Fall2020,Q8,B,Rand index from confusion matrix,screenshot,"The k-means algorithm with k = 3 was applied to the Palmer Penguins dataset. Figure 5 shows the confusion matrix, where the cluster assignment obtained by the k-means algorithm is compared to the ground truth class label. The confusion matrix (rows = actual class, columns = cluster number) is:

              Cluster 1   Cluster 2   Cluster 3
Adelie         114          0          32
Gentoo           0        119           0
Chinstrap        8          0          60

We wish to compare the quality of the k-means clustering, Z, to the ground truth clustering, Q. What is the Rand index (Rand similarity) between Z and Q?

A. R(Z,Q) = 0.72
B. R(Z,Q) = 0.79
C. R(Z,Q) = 0.87
D. R(Z,Q) = 0.96",,data/screenshots/Fall2020_Q8.png,C
Fall2020,Q8,B,Rand index from confusion matrix,text_desc,"The k-means algorithm with k = 3 was applied to the Palmer Penguins dataset. Figure 5 shows the confusion matrix, where the cluster assignment obtained by the k-means algorithm is compared to the ground truth class label. The confusion matrix (rows = actual class, columns = cluster number) is:

              Cluster 1   Cluster 2   Cluster 3
Adelie         114          0          32
Gentoo           0        119           0
Chinstrap        8          0          60

We wish to compare the quality of the k-means clustering, Z, to the ground truth clustering, Q. What is the Rand index (Rand similarity) between Z and Q?

A. R(Z,Q) = 0.72
B. R(Z,Q) = 0.79
C. R(Z,Q) = 0.87
D. R(Z,Q) = 0.96","Confusion matrix (Figure 5). Rows are the actual class, columns are the k-means cluster number (k = 3). Entries are observation counts:

              Cluster 1   Cluster 2   Cluster 3
Adelie         114          0          32
Gentoo           0        119           0
Chinstrap        8          0          60",,C
Fall2020,Q9,A,Models without trained parameters,text,"Which one of the following machine-learning models is not trained by fitting any parameters?

A. Linear regression applied to data with one attribute.
B. Neural network with no hidden layers.
C. K nearest neighbor classification using the K = 1 nearest neighbour classification rule.
D. Multinomial regression applied to data with three output classes.",,,C
Fall2020,Q10,A,Overfitting,text,"Three of the following actions will typically reduce the amount of over-fitting, and one of them will typically increase it. Which option will typically increase the amount of over-fitting?

A. Reduce the number of attributes.
B. Reduce the amount of training data.
C. Select a less complex model.
D. Add model regularisation.",,,B
Fall2020,Q11,C,Bayes classifier,screenshot,"Consider the Palmer Penguins dataset. We wish to predict the species based on the attributes Bill length and Bill depth using a Bayes classifier. Suppose the attributes have been binarized such that xhat1 = 0 corresponds to x1 <= 44.5 (and otherwise xhat1 = 1) and xhat2 = 0 corresponds to x2 <= 17.3 (and otherwise xhat2 = 1). Suppose the probability for each of the configurations of xhat1 and xhat2 conditional on the species y are as given in Table 3 and the prior probability of the species are p(y=1) = 0.44, p(y=2) = 0.36, p(y=3) = 0.20.

Table 3: p(xhat1, xhat2 | y)
                       y=1     y=2     y=3
xhat1=0, xhat2=0       0.23    0.15    0.07
xhat1=0, xhat2=1       0.75    0.00    0.01
xhat1=1, xhat2=0       0.00    0.85    0.16
xhat1=1, xhat2=1       0.02    0.00    0.76

Using this, what is then the probability an observation is Chinstrap (y=3) given that xhat1 = 1 and xhat2 = 0?

A. p(y=3 | xhat1=1, xhat2=0) = 0.033
B. p(y=3 | xhat1=1, xhat2=0) = 0.085
C. p(y=3 | xhat1=1, xhat2=0) = 0.095
D. p(y=3 | xhat1=1, xhat2=0) = 0.158",,data/screenshots/Fall2020_Q11.png,C
Fall2020,Q11,C,Bayes classifier,text_desc,"Consider the Palmer Penguins dataset. We wish to predict the species based on the attributes Bill length and Bill depth using a Bayes classifier. Suppose the attributes have been binarized such that xhat1 = 0 corresponds to x1 <= 44.5 (and otherwise xhat1 = 1) and xhat2 = 0 corresponds to x2 <= 17.3 (and otherwise xhat2 = 1). Suppose the probability for each of the configurations of xhat1 and xhat2 conditional on the species y are as given in Table 3 and the prior probability of the species are p(y=1) = 0.44, p(y=2) = 0.36, p(y=3) = 0.20.

Table 3: p(xhat1, xhat2 | y)
                       y=1     y=2     y=3
xhat1=0, xhat2=0       0.23    0.15    0.07
xhat1=0, xhat2=1       0.75    0.00    0.01
xhat1=1, xhat2=0       0.00    0.85    0.16
xhat1=1, xhat2=1       0.02    0.00    0.76

Using this, what is then the probability an observation is Chinstrap (y=3) given that xhat1 = 1 and xhat2 = 0?

A. p(y=3 | xhat1=1, xhat2=0) = 0.033
B. p(y=3 | xhat1=1, xhat2=0) = 0.085
C. p(y=3 | xhat1=1, xhat2=0) = 0.095
D. p(y=3 | xhat1=1, xhat2=0) = 0.158","Table 3: probability of observing particular values of xhat1 and xhat2 conditional on y, i.e. p(xhat1, xhat2 | y).

                       y=1     y=2     y=3
xhat1=0, xhat2=0       0.23    0.15    0.07
xhat1=0, xhat2=1       0.75    0.00    0.01
xhat1=1, xhat2=0       0.00    0.85    0.16
xhat1=1, xhat2=1       0.02    0.00    0.76

Priors: p(y=1) = 0.44, p(y=2) = 0.36, p(y=3) = 0.20.",,C
Fall2020,Q12,C,KNN average relative density,screenshot,"Table 4 shows the pairwise Euclidean distances between 10 observations o1, o2, ..., o10 from the Palmer Penguins dataset (distances rounded to integers). To examine if observation o2 may be an outlier, we will calculate the average relative density using the Euclidean distance based on the observations given in Table 4 only. We recall that the KNN density and average relative density (ard) for the observation xi are given by:

density(xi, K) = 1 / ( (1/K) * sum over x' in N(xi,K) of d(xi, x') )
ard(xi, K) = density(xi, K) / ( (1/K) * sum over xj in N(xi,K) of density(xj, K) )

where N(xi, K) is the set of K nearest neighbors of observation xi excluding the i'th observation. What is the average relative density for observation o2 for K = 2 nearest neighbors?

Table 4 (pairwise Euclidean distances, symmetric):
        o1    o2    o3    o4    o5    o6    o7    o8    o9    o10
o1       0   725   800   150  1000   525   600   500   400   850
o2     725     0    75   575   275  1250  1325   226   325   125
o3     800    75     0   650   200  1325  1400   300   400    51
o4     150   575   650     0   850   675   750   350   250   700
o5    1000   275   200   850     0  1525  1600   500   600   150
o6     525  1250  1325   675  1525     0    75  1025   925  1375
o7     600  1325  1400   750  1600    75     0  1100  1000  1450
o8     500   226   300   350   500  1025  1100     0   100   350
o9     400   325   400   250   600   925  1000   100     0   450
o10    850   125    51   700   150  1375  1450   350   450     0

A. 0.01
B. 0.37
C. 0.68
D. 0.73",,data/screenshots/Fall2020_Q12.png,D
Fall2020,Q12,C,KNN average relative density,text_desc,"Table 4 shows the pairwise Euclidean distances between 10 observations o1, o2, ..., o10 from the Palmer Penguins dataset (distances rounded to integers). To examine if observation o2 may be an outlier, we will calculate the average relative density using the Euclidean distance based on the observations given in Table 4 only. We recall that the KNN density and average relative density (ard) for the observation xi are given by:

density(xi, K) = 1 / ( (1/K) * sum over x' in N(xi,K) of d(xi, x') )
ard(xi, K) = density(xi, K) / ( (1/K) * sum over xj in N(xi,K) of density(xj, K) )

where N(xi, K) is the set of K nearest neighbors of observation xi excluding the i'th observation. What is the average relative density for observation o2 for K = 2 nearest neighbors?

Table 4 (pairwise Euclidean distances, symmetric):
        o1    o2    o3    o4    o5    o6    o7    o8    o9    o10
o1       0   725   800   150  1000   525   600   500   400   850
o2     725     0    75   575   275  1250  1325   226   325   125
o3     800    75     0   650   200  1325  1400   300   400    51
o4     150   575   650     0   850   675   750   350   250   700
o5    1000   275   200   850     0  1525  1600   500   600   150
o6     525  1250  1325   675  1525     0    75  1025   925  1375
o7     600  1325  1400   750  1600    75     0  1100  1000  1450
o8     500   226   300   350   500  1025  1100     0   100   350
o9     400   325   400   250   600   925  1000   100     0   450
o10    850   125    51   700   150  1375  1450   350   450     0

A. 0.01
B. 0.37
C. 0.68
D. 0.73","Table 4: pairwise Euclidean distances d(oi, oj) between 10 observations o1..o10 (rounded to integers; matrix is symmetric, diagonal = 0). Black observations {o1, o2, o3, o4, o5} are class C1 (Adelie), red observations {o6, o7} are class C2 (Gentoo), blue observations {o8, o9, o10} are class C3 (Chinstrap).

        o1    o2    o3    o4    o5    o6    o7    o8    o9    o10
o1       0   725   800   150  1000   525   600   500   400   850
o2     725     0    75   575   275  1250  1325   226   325   125
o3     800    75     0   650   200  1325  1400   300   400    51
o4     150   575   650     0   850   675   750   350   250   700
o5    1000   275   200   850     0  1525  1600   500   600   150
o6     525  1250  1325   675  1525     0    75  1025   925  1375
o7     600  1325  1400   750  1600    75     0  1100  1000  1450
o8     500   226   300   350   500  1025  1100     0   100   350
o9     400   325   400   250   600   925  1000   100     0   450
o10    850   125    51   700   150  1375  1450   350   450     0",,D
Fall2020,Q13,C,Hierarchical clustering average linkage,screenshot,"Again, consider the pairwise Euclidean distances between the 10 observations o1, o2, ..., o10 from the Palmer Penguins dataset in Table 4. Consider the two clusters C2 = {o6, o7} and C3 = {o8, o9, o10}. What is the distance between C2 and C3 using average linkage as the linkage function?

Table 4 (pairwise Euclidean distances, symmetric):
        o1    o2    o3    o4    o5    o6    o7    o8    o9    o10
o1       0   725   800   150  1000   525   600   500   400   850
o2     725     0    75   575   275  1250  1325   226   325   125
o3     800    75     0   650   200  1325  1400   300   400    51
o4     150   575   650     0   850   675   750   350   250   700
o5    1000   275   200   850     0  1525  1600   500   600   150
o6     525  1250  1325   675  1525     0    75  1025   925  1375
o7     600  1325  1400   750  1600    75     0  1100  1000  1450
o8     500   226   300   350   500  1025  1100     0   100   350
o9     400   325   400   250   600   925  1000   100     0   450
o10    850   125    51   700   150  1375  1450   350   450     0

A. d(C2, C3) approx 1108.3
B. d(C2, C3) approx 1145.8
C. d(C2, C3) approx 1183.3
D. d(C2, C3) approx 1450.0",,data/screenshots/Fall2020_Q13.png,B
Fall2020,Q13,C,Hierarchical clustering average linkage,text_desc,"Again, consider the pairwise Euclidean distances between the 10 observations o1, o2, ..., o10 from the Palmer Penguins dataset in Table 4. Consider the two clusters C2 = {o6, o7} and C3 = {o8, o9, o10}. What is the distance between C2 and C3 using average linkage as the linkage function?

Table 4 (pairwise Euclidean distances, symmetric):
        o1    o2    o3    o4    o5    o6    o7    o8    o9    o10
o1       0   725   800   150  1000   525   600   500   400   850
o2     725     0    75   575   275  1250  1325   226   325   125
o3     800    75     0   650   200  1325  1400   300   400    51
o4     150   575   650     0   850   675   750   350   250   700
o5    1000   275   200   850     0  1525  1600   500   600   150
o6     525  1250  1325   675  1525     0    75  1025   925  1375
o7     600  1325  1400   750  1600    75     0  1100  1000  1450
o8     500   226   300   350   500  1025  1100     0   100   350
o9     400   325   400   250   600   925  1000   100     0   450
o10    850   125    51   700   150  1375  1450   350   450     0

A. d(C2, C3) approx 1108.3
B. d(C2, C3) approx 1145.8
C. d(C2, C3) approx 1183.3
D. d(C2, C3) approx 1450.0","Table 4: pairwise Euclidean distances d(oi, oj) between 10 observations o1..o10 (rounded to integers; matrix is symmetric, diagonal = 0).

        o1    o2    o3    o4    o5    o6    o7    o8    o9    o10
o1       0   725   800   150  1000   525   600   500   400   850
o2     725     0    75   575   275  1250  1325   226   325   125
o3     800    75     0   650   200  1325  1400   300   400    51
o4     150   575   650     0   850   675   750   350   250   700
o5    1000   275   200   850     0  1525  1600   500   600   150
o6     525  1250  1325   675  1525     0    75  1025   925  1375
o7     600  1325  1400   750  1600    75     0  1100  1000  1450
o8     500   226   300   350   500  1025  1100     0   100   350
o9     400   325   400   250   600   925  1000   100     0   450
o10    850   125    51   700   150  1375  1450   350   450     0

Clusters: C2 = {o6, o7}, C3 = {o8, o9, o10}.",,B
Fall2020,Q14,B,Dendrogram cutoff,screenshot,"A hierarchical clustering is applied to the 10 observations in Table 4 using maximum linkage, and the result is shown in Figure 6 (a dendrogram). Which one of the following set of clusters cannot be obtained from the dendrogram by applying a valid cutoff?

A. {o3, o10, o2, o5}, {o1, o4}, {o8, o9}, {o6, o7}
B. {o3, o10, o2}, {o5}, {o1, o4}, {o8, o9}, {o6, o7}
C. {o3, o10}, {o2}, {o5}, {o1, o4}, {o8, o9}, {o6, o7}
D. {o3, o10}, {o2}, {o5}, {o1}, {o4}, {o8, o9}, {o6, o7}",,data/screenshots/Fall2020_Q14.png,C
